restaurant_name,comment_text,date,rating
لوکال رژیمی (زعفرانیه),بسته بندی درش باز شده بود و بخشی از غذا بیرون ریخته شده بود,۱۹ مرداد ۱۴۰۴,4
لوکال رژیمی (زعفرانیه),مشتری همیشگیتونم,۱۹ مرداد ۱۴۰۴,5
لوکال رژیمی (زعفرانیه),مثل همیشه عالی ممنون بابت هدیه هایی که برامون میزارید یکبار دلستر گذاشتید دفعات بعد هم هدیه های دیگه ممنون از تیم درجه یکتون همیشه پربرکت باشید,۱۸ مرداد ۱۴۰۴,5
لوکال رژیمی (زعفرانیه),تازه و خوش طعم مثل همیشه خدا قوت به تیم خوبتون,۱۳ مرداد ۱۴۰۴,5
لوکال رژیمی (زعفرانیه),اگر رژیم نیستی سفارش نده؛ مثل من گشنه می‌مونی.,۷ مرداد ۱۴۰۴,2
لوکال رژیمی (زعفرانیه),واقعا خوشمزه بود,۲۸ تیر ۱۴۰۴,5
لوکال رژیمی (زعفرانیه),واقعا عالی بود خدا قوت به تیم خوب لوکال همه چیز تازه و خوش طعم بود,۱۰ تیر ۱۴۰۴,5
لوکال رژیمی (زعفرانیه),عالی بود مثل همیشه,۲۱ خرداد ۱۴۰۴,5
لوکال رژیمی (زعفرانیه),تمام سیب زمینی ها خام بودن مرغ سرد سرد و بی کیفیت بود,۱۸ خرداد ۱۴۰۴,
لوکال رژیمی (زعفرانیه),خیلی عالی بود مثل همیشه,۱۷ خرداد ۱۴۰۴,5
لوکال رژیمی (زعفرانیه),مثل همیشه عالی,۱۶ اردیبهشت ۱۴۰۴,5
برگراتور,عالی بود خیلی خوشمزه بود,۱۰ آبان ۱۴۰۴,5
برگراتور,عالی بود خیلی لذیذ و تازه و با کیفیته,۲۱ مهر ۱۴۰۴,5
برگراتور,عالی,۶ تیر ۱۴۰۴,5
برگراتور,عالی,۲۳ خرداد ۱۴۰۴,5
برگراتور,متاسفانه هر دفعه يك جور هست. شانسيه ديگه. اگه آشپز حوصله داشته باشه يا اينكه مرغ تازه گيرت بياد و سس قارچ هم از روزاي گذشته نباشه، كيفيت خوبه. وگرنه مثل امروز بي كيفيت ميشه.,۱۹ خرداد ۱۴۰۴,2
برگراتور,اگر نونی که بیات شده بود رو کنار بگذاریم بقیه مواردش خوب بودش.,۲۳ اردیبهشت ۱۴۰۴,5
برگراتور,خیلی خوب,۱۱ اردیبهشت ۱۴۰۴,5
برگراتور,از رفتار و احترام پيك محترم ويژه تشكر نماييد و نقدي و غير نقدي از ايشان تشكر فرماييد چطور ميشه انعامي را به ايشان داد؟,۱۹ فروردین ۱۴۰۴,4
برگراتور,عالی مثل همیشه ممنون که کیفیت هیچ وقت پایین نمیاد,۶ فروردین ۱۴۰۴,5
برگراتور,سپاس از كيفيت خوب برگراتور و ارسال به موقع و رفتار محترم پيك,۴ آذر ۱۴۰۳,5
برگراتور,ممنونم از مجموعه خوبِ برگراتور,۲۱ آبان ۱۴۰۳,5
برگراتور,کیفیت عالی حجم عالی سیب هیزمی هم عالی پیشنهاد می کنم امتحان کنید . کیفیت و سلامت غذایی درجه یک,۱۳ آبان ۱۴۰۳,5
برگراتور,کمی سرد به دستم رسید,۸ آبان ۱۴۰۳,5
برگراتور,سيب زميني پخته نشده و اين دومين با هست ك عليرغم اطلاع دادن من بهشون با مثل قبل,۴ مرداد ۱۴۰۳,2
برگراتور,من حدودا چندباری هست سفارش میدم این سری که مهمون هم داشتم کیفیت پایین بود سس قارچ پر روغن بود روغن روش شناور بود همچنین سیب زمینی تنوری ها هم بی مزه و بدون ادویه بود.,۱۱ تیر ۱۴۰۳,2
برگراتور,سپاس از پيك زحمت كش شما و كيفيت خوب برگراتور,۸ تیر ۱۴۰۳,5
برگراتور,مثل همیشه عالی فقط کنی دیر ارسال میشه,۱۶ بهمن ۱۴۰۲,5
برگراتور,نسبتا گران است,۱۴ بهمن ۱۴۰۲,4
برگراتور,سس قارچ ارسال نشده بود,۱۱ دی ۱۴۰۲,3
برگراتور,استیک مرغ و سیب زمینی هیزمی داشتم. خیلی خوشمزه بود.,۱۶ آذر ۱۴۰۲,5
گریل باکس (نیایش),خیلی خوب بود ممنون,۵ آبان ۱۴۰۴,5
گریل باکس (نیایش),همیشه خوب و جذاب و حجم زیاده قیمتی که میدی واقعا میارزه,۲۰ مهر ۱۴۰۴,5
گریل باکس (نیایش),چند ماه هست دارو بهتون می گم هنوز اسلاح نکردید با سفارش کارد و چنگال نمی فرستید گزینه انتخابی برای کارد و چنگال هم ندارید,۸ شهریور ۱۴۰۴,
گریل باکس (نیایش),واقعاً مثل همیشه عالی، ممنون,۱۶ مرداد ۱۴۰۴,5
گریل باکس (نیایش),با این که ۱:۴۵ دقیقه طول کشید تا بیاد و واقعا عصبانی بودم ولی با کیفیت و خوشمزگی غذا جبران کردین,۱۴ مرداد ۱۴۰۴,5
گریل باکس (نیایش),عالی بود,۱۲ مرداد ۱۴۰۴,5
گریل باکس (نیایش),خیلی عالیه . برای دو نفر کافی هست. بسته بندی مناسب و ساید مناسب داره. یک سس داشت که ترکیب بارببکیو و تای بود و بسیار عالی و خوشمزه بود.,۱۹ تیر ۱۴۰۴,5
گریل باکس (نیایش),پسرم خیلی دوست داشت,۱۸ تیر ۱۴۰۴,5
گریل باکس (نیایش),مثل همیشه نبود، همیشه خیلی بهتر بود,۱۸ تیر ۱۴۰۴,4
گریل باکس (نیایش),خوب نبود مخلفات که تازه نبود ، مرغم خوش طعم نبود,۲۱ خرداد ۱۴۰۴,3
گریل باکس (نیایش),مثل همیشه عالی ولی فقط ظرف غذا در حمل برایش مشکل پیش آمده که همه ی آیتم ها با هم ترکیب شده بودن :),۱۳ خرداد ۱۴۰۴,5
گریل باکس (نیایش),عالی بود واقعا,۲۴ اردیبهشت ۱۴۰۴,5
گریل باکس (نیایش),سه بار خرید کردم هر سه بار یه مشکلی پیش اومد این سری با نیم ساعت تاخیر به دستم رسید به شدت هم شور و چرب بود,۱۸ اسفند ۱۴۰۳,
گریل باکس (نیایش),عالی بود,۴ اسفند ۱۴۰۳,5
گریل باکس (نیایش),بر‌خلاف همیشه که بسیار‌راضی بودم، این بار غذا کاملا بهم‌ ریخته و سرد به دستم رسید به طرزی‌ که معلوم نبود چی به چیه همه جیز قاطی شده بود,۲۹ بهمن ۱۴۰۳,3
گریل باکس (نیایش),خیلی خوب بود متشکرم.,۲۸ بهمن ۱۴۰۳,5
گریل باکس (نیایش),استیک مرغ مکزیکی سفارش داده بودم معمولی را فرستادن برگهای اسفناج بزرگ و نپخته و مزه دار نشده بود,۱۸ بهمن ۱۴۰۳,3
گریل باکس (نیایش),عالی بود غذا,۱۶ بهمن ۱۴۰۳,5
گریل باکس (نیایش),فیله مکزیکی سفارش داده بودم ساده اوردن,۱۱ بهمن ۱۴۰۳,2
گریل باکس (نیایش),از نظر مزه و تنوع خوراکی‌های به کار رفته عالی بود,۹ بهمن ۱۴۰۳,5
بوفه فرشریا (Fresheria Buffet),عالی بود,۲۵ آبان ۱۴۰۴,5
بوفه فرشریا (Fresheria Buffet),عالی,۲۵ آبان ۱۴۰۴,5
بوفه فرشریا (Fresheria Buffet),بهترین! بیشترین سفارش سال گذشتم از شما بوده و بسیار راضی بودم همیشه، خیلی زود رسید و با کیفیت بود.,۲۳ آبان ۱۴۰۴,5
بوفه فرشریا (Fresheria Buffet),عالی,۲۲ آبان ۱۴۰۴,5
بوفه فرشریا (Fresheria Buffet),مثل همیشه عای و درجه یک امیدوارم همیشه همینطور خوب بمونید,۲۱ آبان ۱۴۰۴,5
بوفه فرشریا (Fresheria Buffet),عالی,۲۱ آبان ۱۴۰۴,4
بوفه فرشریا (Fresheria Buffet),عالی بود,۱۷ آبان ۱۴۰۴,5
بوفه فرشریا (Fresheria Buffet),خیلی ممنونم مزه ی مرغ عالی بود و حجم غذا خیلی مناسب بود,۱۴ آبان ۱۴۰۴,5
بوفه فرشریا (Fresheria Buffet),آوکادو نرسیده و غیر قابل مصرف به توضیحات توجه نیده بود,۱۴ آبان ۱۴۰۴,2
بوفه فرشریا (Fresheria Buffet),عالی عالی ممنونم,۱۴ آبان ۱۴۰۴,5
بوفه فرشریا (Fresheria Buffet),عالی,۱۲ آبان ۱۴۰۴,5
بوفه فرشریا (Fresheria Buffet),عالی و تازه,۹ آبان ۱۴۰۴,5
بوفه فرشریا (Fresheria Buffet),مثل همیشه عالی,۹ آبان ۱۴۰۴,5
بوفه فرشریا (Fresheria Buffet),کیفیت مواد اولیه عالی حجم غذا بسیار عالی و متناسب طعم بی نظیر امیدوارم همیشه همینقدر حرفه ای و عالی باقی بمونید,۸ آبان ۱۴۰۴,5
بوفه فرشریا (Fresheria Buffet),بسیار عالی بود مواد غذایی تازه حجم متناسب با قیمت بسیار خوشمزه و با کیفیت,۷ آبان ۱۴۰۴,5
بوفه فرشریا (Fresheria Buffet),عالی عالیی مثل همیشه,۷ آبان ۱۴۰۴,5
بوفه فرشریا (Fresheria Buffet),سیب زمینی کاملا نپخته بود,۴ آبان ۱۴۰۴,4
بوفه فرشریا (Fresheria Buffet),ممنون از کیفیت بالا و سرعت ارسال و رفتار پیک,۱ آبان ۱۴۰۴,5
بوفه فرشریا (Fresheria Buffet),مزه و تازگیش حرف نداره ممنون,۲۳ مهر ۱۴۰۴,5
بوفه فرشریا (Fresheria Buffet),ارسال سریع و مثل همیشه کیفیت عالی,۲۱ مهر ۱۴۰۴,5
فیت شف رژیمی (زعفرانیه),خیلی خوب بود مخصوصا استیک مرغ,۲۱ آبان ۱۴۰۴,4
فیت شف رژیمی (زعفرانیه),خيلي خوش مزه بود,۶ آبان ۱۴۰۴,5
فیت شف رژیمی (زعفرانیه),تازه و عالی بود,۲۴ مهر ۱۴۰۴,5
فیت شف رژیمی (زعفرانیه),عالی بود ، سریع رسید ، همه چی تازه و خوب ممنون,۵ شهریور ۱۴۰۴,5
فیت شف رژیمی (زعفرانیه),غذا کاملا خام بود,۴ مرداد ۱۴۰۴,
فیت شف رژیمی (زعفرانیه),برعکس همیشه که بسیار خوب بود غذامون.بحدی تند بود که قابل خوردن نبود,۱۳ خرداد ۱۴۰۴,
فیت شف رژیمی (زعفرانیه),بارها ازتون غذا گرفتم تا به حال اینجور نبود مرغ بوی زحم میداد و درسته که باید آبدار باشه ولی اونقدر حرارت ندیده بود که خامی گوشت از بین برود سبزیجات را هم لااقل بخار پز میکردید کدو خام بروکلی خام ذرت خام قبلا خیلی خوب بود امیدوارم پیگیری کنید,۵ خرداد ۱۴۰۴,
فیت شف رژیمی (زعفرانیه),سینه مرغ کاملا نپخته بود و اصلا قابل خوردن نبود دیگه سفارش نمیدم,۵ خرداد ۱۴۰۴,
فیت شف رژیمی (زعفرانیه),خیلی خوب,۲ خرداد ۱۴۰۴,5
فیت شف رژیمی (زعفرانیه),بسیار خوب بود، خیلی ممنونم,۲۷ اردیبهشت ۱۴۰۴,5
فیت شف رژیمی (زعفرانیه),باریکلا به این هنر,۲۶ اردیبهشت ۱۴۰۴,5
فیت شف رژیمی (زعفرانیه),شماره یک رژیمی ها,۲۶ اردیبهشت ۱۴۰۴,5
فیت شف رژیمی (زعفرانیه),بینظیرید و حرفی برای گفتن نیست,۲۴ اردیبهشت ۱۴۰۴,5
فیت شف رژیمی (زعفرانیه),تحویل غذا خیلی دیر انجام شد,۱۶ فروردین ۱۴۰۴,
فیت شف رژیمی (زعفرانیه),عالیه همیشه خوبه غذاهاتون,۱۱ اسفند ۱۴۰۳,5
فیت شف رژیمی (زعفرانیه),خیلی غذا سرد و بی کیفیت,۳۰ بهمن ۱۴۰۳,3
فیت شف رژیمی (زعفرانیه),خیلی خوب و عالی بود,۱۷ بهمن ۱۴۰۳,5
فیت شف رژیمی (زعفرانیه),مثل همیشه عالی بود,۱۷ بهمن ۱۴۰۳,5
فیت شف رژیمی (زعفرانیه),عالی,۶ بهمن ۱۴۰۳,5
فیت شف رژیمی (زعفرانیه),کیفیت خوب بود اما سسی که زده بودین خیلی ترش بود و ممکنه هر کسی سس ترش دوست نداشته باشه,۶ آبان ۱۴۰۳,3
مینی میل (ولنجک),عاااااااااااالی بود,۲۸ آبان ۱۴۰۴,5
مینی میل (ولنجک),سپاس,۲۸ مهر ۱۴۰۴,5
مینی میل (ولنجک),عالی بود. مخصوصا سوپش رو خیلی دوست داشتم.,۱۸ مهر ۱۴۰۴,5
مینی میل (ولنجک),به نسبت حجم اصلا این قیمت نمی ارزه,۱۳ مهر ۱۴۰۴,3
مینی میل (ولنجک),سپاس,۳۱ شهریور ۱۴۰۴,5
مینی میل (ولنجک),عالی بود ممنونم,۳۰ شهریور ۱۴۰۴,5
مینی میل (ولنجک),حجم غذا تسبت به دفعات گذشته کمتر شده بود,۱۱ شهریور ۱۴۰۴,4
مینی میل (ولنجک),عالی,۱ مرداد ۱۴۰۴,5
مینی میل (ولنجک),بسیار عالی و خوشمزه,۲۳ تیر ۱۴۰۴,5
مینی میل (ولنجک),کیف کردم. از پخت و طعم دهی و اندازه غذا همه چی عااالی بود.,۱۳ خرداد ۱۴۰۴,5
مینی میل (ولنجک),بسیار عالی با مواد اولیه تازه و بسته بندی عالی و سرعت در تحویل و همچنین تیم پشتیبانی قوی فقط لطفا سایز های بزرگ تر هم از آیتم ها در منو قرار بدید,۴ خرداد ۱۴۰۴,5
مینی میل (ولنجک),حجم فیله دو‌تکه متوسط معمولی بود,۱ خرداد ۱۴۰۴,4
مینی میل (ولنجک),بسیار خوشمزه و تازه بود! غذا دقیقا همان چیزی بود که انتظار داشتم، بدون هیچ نقصی. عالی بود,۱۶ اردیبهشت ۱۴۰۴,5
مینی میل (ولنجک),عالی بود,۹ اردیبهشت ۱۴۰۴,5
مینی میل (ولنجک),دنبال غذای رژیمی بودم که خوشمزه هم باشه و این آیتم عالی بود,۱ اردیبهشت ۱۴۰۴,5
مینی میل (ولنجک),نسبت به قیمت خیلی کم بود .. سیب زمینی نپخته بود. با قیمت حدود ۳۰۰ هزار تومانی فقط ۱.۵ تکه فیله مرغ بود. هویج ها نپخته بود. نان هم تازه نبود. اصلن توصیه نمیشه.,۱۶ فروردین ۱۴۰۴,2
مینی میل (ولنجک),گرم و خوشمزه,۱۷ بهمن ۱۴۰۳,5
مینی میل (ولنجک),نسبت به دفعات قبل تکه های کرفس کوچکتر بود,۲۰ آبان ۱۴۰۳,4
مینی میل (ولنجک),تازگی و کیفیت مواد اولیه مشخص بود,۲۹ شهریور ۱۴۰۳,5
مینی میل (ولنجک),خیلی عالی بود,۲۶ مرداد ۱۴۰۳,5
سالاد بار گرینلند (زعفرانیه),خیلیییی خوب بود,۱۳ آبان ۱۴۰۴,5
سالاد بار گرینلند (زعفرانیه),سیب زمینی خام بود سس سزار و نفرستاده بودین,۶ مرداد ۱۴۰۴,3
سالاد بار گرینلند (زعفرانیه),مرغ گریل آبدار و خیلی خوش طعم بود ممنون از توجه به توضیحات,۲۵ فروردین ۱۴۰۴,5
سالاد بار گرینلند (زعفرانیه),استیک مرغ مثل همیشه نبود ‌پوره سیب زمینی هم نداشت و مخلفات طعم دار نبود اما سالاد سزار عالی بود مثل همیشه تازه,۲ فروردین ۱۴۰۴,3
سالاد بار گرینلند (زعفرانیه),من مشتری تان هستم. متاسفانه مرغ ها مثل همیشه تازه نبود,۱۱ آذر ۱۴۰۳,3
سالاد بار گرینلند (زعفرانیه),مثل همیشه عالی و راننده اسنپ مثل همیشه با ادب ازشون ممنونم,۲۳ آبان ۱۴۰۳,5
سالاد بار گرینلند (زعفرانیه),بسیااااار بسیااااررر عالی و خوشمزه و با کیفیت، لذت بردیم,۱۷ مهر ۱۴۰۳,5
سالاد بار گرینلند (زعفرانیه),یکم سس قارچ شور بود و آخرای غذا اذیت کننده میشد.,۲۸ شهریور ۱۴۰۳,4
سالاد بار گرینلند (زعفرانیه),واقعا من هرچی خریدم خوب بود کیفیت عالی ممنون,۱۸ شهریور ۱۴۰۳,5
سالاد بار گرینلند (زعفرانیه),عالی *________*,۴ شهریور ۱۴۰۳,5
سالاد بار گرینلند (زعفرانیه),با کیفیت ، خوشمزه و تر و تازه و تمیز خدا برکت بده به کسب و کارتون,۳۰ مرداد ۱۴۰۳,5
سالاد بار گرینلند (زعفرانیه),مثل همیشه عالی سپاس,۲۱ مرداد ۱۴۰۳,5
سالاد بار گرینلند (زعفرانیه),عالی بودمرسی,۳ مرداد ۱۴۰۳,5
سالاد بار گرینلند (زعفرانیه),عالی,۲۲ خرداد ۱۴۰۳,5
سالاد بار گرینلند (زعفرانیه),خیلی خیلی عالی و بی نظیر,۲۱ خرداد ۱۴۰۳,5
سالاد بار گرینلند (زعفرانیه),فوق العاده بود,۱۲ خرداد ۱۴۰۳,5
سالاد بار گرینلند (زعفرانیه),خوش‌مزه حجم عالی تحویل به موقع,۸ خرداد ۱۴۰۳,5
سالاد بار گرینلند (زعفرانیه),من استیک مرغ با سس قارچ سفارش دادم ولی این یک سفارش دیگه برام ارسال شد. متاسفانه الان بسته را چک و باز کردم,۷ خرداد ۱۴۰۳,
سالاد بار گرینلند (زعفرانیه),تازه با کیفیت.ممنون,۲۳ اردیبهشت ۱۴۰۳,5
سالاد بار گرینلند (زعفرانیه),حفظ طعم همیشگی.سپاس,۱۰ اردیبهشت ۱۴۰۳,5
پروتئین امیر (نیاوران),استيك مرغ مزه دار شده با چيزي كه من سفارش دادم فرق داشت و هر چى كه موجود داشتين ارسال كردين,۱ مرداد ۱۴۰۴,2
پروتئین امیر (نیاوران),بر خلاف همیشه سینه مرغ خیلی بو میداد و کهنه بود,۲۰ تیر ۱۴۰۴,2
پروتئین امیر (نیاوران),عالی عالی عالی مثل همیشه,۷ تیر ۱۴۰۴,5
پروتئین امیر (نیاوران),همیشه عالی من راضی هستم تازه و به موقع ارسال میشه ممنونم,۱۰ خرداد ۱۴۰۴,5
پروتئین امیر (نیاوران),سلام الان دو سه بار هست سفارش میدم بعضی اقلام رو ندارید ممنونم که این سفارشات رو هم بیارید,۳۰ فروردین ۱۴۰۴,4
پروتئین امیر (نیاوران),مرغ رو بجاي ظرف و بسته بندي تو كيسه پلاستيكي ريخته بودن متاسفم ديگه تو جنوب تهران هم تو ظرف ميزارن و تاخير هم داشتن,۲۳ فروردین ۱۴۰۴,3
پروتئین امیر (نیاوران),مثل همیشه تازه و درجه یک و عالی,۲۰ دی ۱۴۰۳,5
پروتئین امیر (نیاوران),عالی مثل همیشه,۶ دی ۱۴۰۳,5
پروتئین امیر (نیاوران),عالی,۲۳ آذر ۱۴۰۳,5
پروتئین امیر (نیاوران),کمی دیر تحویل داده شد,۱۴ آذر ۱۴۰۳,4
پروتئین امیر (نیاوران),همه عالی عالی تازه,۳ آذر ۱۴۰۳,5
پروتئین امیر (نیاوران),عالی,۲۳ آبان ۱۴۰۳,5
پروتئین امیر (نیاوران),درجه یک مثل همیشه,۲۰ آبان ۱۴۰۳,5
پروتئین امیر (نیاوران),درجه یک مثل همیشه,۲۸ مهر ۱۴۰۳,5
پروتئین امیر (نیاوران),عاااالی,۹ مهر ۱۴۰۳,5
پروتئین امیر (نیاوران),عالی,۴ مهر ۱۴۰۳,5
پروتئین امیر (نیاوران),همه چیز عالی ولی خیای طول کشید برسه دستم,۲۲ شهریور ۱۴۰۳,5
پروتئین امیر (نیاوران),فقط چند بار اقلام سفارش داده شده کامل ارسال نشد و با تاخیر با پیک دوم ارسال شد ولی کیفیت عالی هست,۱۳ شهریور ۱۴۰۳,5
پروتئین امیر (نیاوران),طبق معمول همه محصولات خوب بودن وتازه ولي ماهي رو نپسنديدم خيلي درشت وگوشتش لطيف نبود .,۱۰ تیر ۱۴۰۳,4
پروتئین امیر (نیاوران),عالی و بسیار تازه,۲۲ اردیبهشت ۱۴۰۳,5
پیتزا بیژن,عالی بود. ممنون که به توضیحات فاکتور توجه میکنید,۲۵ اسفند ۱۴۰۳,5
پیتزا بیژن,خوب بود مرسى,۱۰ دی ۱۴۰۳,5
پیتزا بیژن,حجمش کم بود ولی خوشمزه و تازه بود,۱۴ آبان ۱۴۰۳,4
پیتزا بیژن,مثل هميشه خيلى خوب بود همبرگر و ساندويچ فيله مرغ سفارش دادم,۲۴ اردیبهشت ۱۴۰۳,5
پیتزا بیژن,عالي قيمت مناسب حجم غذاي عالي طعم بي نظير,۲۱ فروردین ۱۴۰۳,5
پیتزا بیژن,مرغاي ساندويج سوخته بود !!!!,۲۷ دی ۱۴۰۲,2
پیتزا بیژن,خوب بود,۱۶ مهر ۱۴۰۲,4
پیتزا بیژن,خيلى خوب بود,۳۰ اردیبهشت ۱۴۰۲,5
پیتزا بیژن,خوب بود,۳ فروردین ۱۴۰۲,5
پیتزا بیژن,عالي بود بهترين ساندويچ,۲۲ اسفند ۱۴۰۱,5
پیتزا بیژن,بی نظیر,۱۶ آبان ۱۴۰۱,5
پیتزا بیژن,کیفیت قبلو اصلا نداره,۹ خرداد ۱۴۰۱,
پیتزا بیژن,طعم خوب... به موقع آوردن,۲۸ اسفند ۱۴۰۰,5
پیتزا بیژن,چقدر خوشحال شدم با اینکه دور بودیم، ولی به اینجا هم دلیوری داشتین. ممنوننن.,۳۰ آذر ۱۴۰۰,5
پیتزا بیژن,متاسفانه كيفيت بيژن مثل سابق نيست و اسنپ فود هم پيكاش كم شده زمان رسيدن غذا زياد شده البته از رستورانهاي دورتر از خونتون,۱ بهمن ۱۳۹۹,
پیتزا بیژن,از مدیریت محترم رستوران بیژن صمیمیانه سپاسگزارم من از مشتری های خیلی خیلی قدیم شما هستم و امشب با سفارش از رستوران شما همان عطر همیشگی غذا ها و کیفیت خوب و عالی غذا ها من رو یاد قدیم ها انداخت ممنونم که مشتری های قدیمی رو حفظ میکنید براتون بهترین ها رو ارزو میکنم,۲۹ تیر ۱۳۹۹,5
پیتزا بیژن,با وجود گرفتن مبلغ بابت بسته بندی اما بسته بندی کیفیت نداشت و سانویچ به کاغذ چسبیده بود از آنطرف هم کوکا همراه ساندویچ اصلا ارسال نشده بود,۲ اسفند ۱۳۹۸,3
پیتزا بیژن,دلستر علی رغم فاکتور شدن ارسال نشده رود!!!!!!,۷ آذر ۱۳۹۸,3
پیتزا بیژن,همش قارچ بود. کلا دو تا تیکه مرغ داشت. زده شدم ازش,۱۴ مهر ۱۳۹۸,3
پیتزا بیژن,مثله همیشه خوب بود,۲۲ تیر ۱۳۹۸,
